year,plot,species,comp
1991,4/1a,Cerastium fontanum,0.03
1992,4/1a,Leontodon hispidus,17.99
1992,4/1a,Festuca rubra,13.72
1992,4/1a,Lotus corniculatus,10.62
1992,4/1a,Plantago lanceolata,10.41
1992,4/1a,Agrostis capillaris,8.92
1992,4/1a,Trifolium pratense,7.21
1992,4/1a,Ranunculus acris,5.77
1992,4/1a,Centaurea nigra,5.39
1992,4/1a,Arrhenatherum elatius,3.74
1992,4/1a,Achillea millefolium,3.2
1992,4/1a,Briza media,2.94
1992,4/1a,Dactylis glomerata,2.24
1992,4/1a,Helictotrichon pubescens,0.96
1992,4/1a,Knautia arvensis,0.96
1992,4/1a,Carex flacca,0.85
1992,4/1a,Anthoxanthum odoratum,0.8
1992,4/1a,Luzula campestris,0.75
1992,4/1a,Pimpinella saxifraga,0.75
1992,4/1a,Holcus lanatus,0.64
1992,4/1a,Trisetum flavescens,0.53
1992,4/1a,Tragopogon pratensis,0.48
1992,4/1a,Veronica chamaedrys,0.43
1992,4/1a,Sanguisorba minor,0.16
1992,4/1a,Rumex acetosa,0.16
1992,4/1a,Lathyrus pratensis,0.11
1992,4/1a,Taraxacum officinale,0.11
1992,4/1a,Lolium perenne,0.05
1992,4/1a,Carex caryophyllea,0.05
1992,4/1a,Cerastium fontanum,0.05
1993,4/1a,Festuca rubra,26.05
1993,4/1a,Trifolium pratense,17.77
1993,4/1a,Plantago lanceolata,15.22
1993,4/1a,Leontodon hispidus,13.31
1993,4/1a,Ranunculus acris,10.03
1993,4/1a,Anthoxanthum odoratum,4.17
1993,4/1a,Holcus lanatus,3.22
1993,4/1a,Rumex acetosa,1.66
1993,4/1a,Achillea millefolium,1.53
1993,4/1a,Dactylis glomerata,1.05
1993,4/1a,Helictotrichon pubescens,1.02
1993,4/1a,Centaurea nigra,1.02
1993,4/1a,Lotus corniculatus,0.89
1993,4/1a,Poa trivialis,0.7
1993,4/1a,Trisetum flavescens,0.51
1993,4/1a,Conopodium majus,0.32
1993,4/1a,Agrostis capillaris,0.29
1993,4/1a,Veronica chamaedrys,0.25
1993,4/1a,Pimpinella saxifraga,0.19
1993,4/1a,Taraxacum officinale,0.16
1993,4/1a,Cerastium fontanum,0.13
1993,4/1a,Luzula campestris,0.13
1993,4/1a,Arrhenatherum elatius,0.1
1993,4/1a,Poa pratensis,0.1
1993,4/1a,Briza media,0.06
1993,4/1a,Knautia arvensis,0.06
1993,4/1a,Sanguisorba minor,0.06
1994,4/1a,Plantago lanceolata,25.24
1994,4/1a,Leontodon hispidus,12.36
1994,4/1a,Trifolium pratense,10.61
1994,4/1a,Festuca rubra,8.71
1994,4/1a,Ranunculus acris,7.32
1994,4/1a,Agrostis capillaris,5.71
1994,4/1a,Arrhenatherum elatius,5.12
1994,4/1a,Anthoxanthum odoratum,4.61
1994,4/1a,Holcus lanatus,3.88
1994,4/1a,Rumex acetosa,3.73
1994,4/1a,Helictotrichon pubescens,3.44
1994,4/1a,Lotus corniculatus,1.98
1994,4/1a,Dactylis glomerata,1.54
1994,4/1a,Taraxacum officinale,1.24
1994,4/1a,Knautia arvensis,0.73
1994,4/1a,Pimpinella saxifraga,0.73
1994,4/1a,Achillea millefolium,0.59
1994,4/1a,Tragopogon pratensis,0.59
1994,4/1a,Centaurea nigra,0.51
1994,4/1a,Luzula campestris,0.44
1994,4/1a,Briza media,0.29
1994,4/1a,Cerastium fontanum,0.29
1994,4/1a,Conopodium majus,0.22
1994,4/1a,Sanguisorba minor,0.15
1995,4/1a,Leontodon hispidus,26.86
1995,4/1a,Plantago lanceolata,15.52
1995,4/1a,Festuca rubra,12.15
1995,4/1a,Trifolium pratense,6.95
1995,4/1a,Poa pratensis,5.75
1995,4/1a,Knautia arvensis,5.59
1995,4/1a,Centaurea nigra,4.88
1995,4/1a,Ranunculus acris,3.96
1995,4/1a,Rumex acetosa,2.82
1995,4/1a,Agrostis capillaris,2.77
1995,4/1a,Holcus lanatus,2.66
1995,4/1a,Achillea millefolium,1.84
1995,4/1a,Anthoxanthum odoratum,1.57
1995,4/1a,Trisetum flavescens,1.41
1995,4/1a,Alopecurus pratensis,1.3
1995,4/1a,Helictotrichon pubescens,1.09
1995,4/1a,Pimpinella saxifraga,0.54
1995,4/1a,Trifolium repens,0.43
1995,4/1a,Luzula campestris,0.43
1995,4/1a,Veronica chamaedrys,0.38
1995,4/1a,Lotus corniculatus,0.33
1995,4/1a,Lathyrus pratensis,0.22
1995,4/1a,Briza media,0.11
1995,4/1a,Lolium perenne,0.11
1995,4/1a,Conopodium majus,0.11
1995,4/1a,Arrhenatherum elatius,0.05
1995,4/1a,Dactylis glomerata,0.05
1995,4/1a,Cerastium fontanum,0.05
1995,4/1a,Sanguisorba minor,0.05
1996,4/1a,Festuca rubra,23.89
1996,4/1a,Agrostis capillaris,20.79
1996,4/1a,Leontodon hispidus,9.64
1996,4/1a,Arrhenatherum elatius,6.92
1996,4/1a,Poa pratensis,6.76
1996,4/1a,Centaurea nigra,3.7
1996,4/1a,Holcus lanatus,3.29
1996,4/1a,Dactylis glomerata,3.17
1996,4/1a,Helictotrichon pubescens,3.02
1996,4/1a,Ranunculus acris,2.8
1996,4/1a,Trisetum flavescens,2.42
1996,4/1a,Alopecurus pratensis,2.04
1996,4/1a,Rumex acetosa,2.04
1996,4/1a,Poa trivialis,2
1996,4/1a,Plantago lanceolata,1.74
1996,4/1a,Achillea millefolium,1.44
1996,4/1a,Anthoxanthum odoratum,1.25
1996,4/1a,Lolium perenne,0.91
1996,4/1a,Knautia arvensis,0.45
1996,4/1a,Luzula campestris,0.45
1996,4/1a,Trifolium pratense,0.34
1996,4/1a,Veronica chamaedrys,0.23
1996,4/1a,Conopodium majus,0.19
1996,4/1a,Cerastium fontanum,0.15
1996,4/1a,Pimpinella saxifraga,0.15
1996,4/1a,Briza media,0.11
1996,4/1a,Trifolium repens,0.04
1996,4/1a,Heracleum sphondylium,0.04
1996,4/1a,Taraxacum officinale,0.04
1997,4/1a,Festuca rubra,26.98
1997,4/1a,Agrostis capillaris,17.41
1997,4/1a,Leontodon hispidus,9.64
1997,4/1a,Plantago lanceolata,8.45
1997,4/1a,Centaurea nigra,7.62
1997,4/1a,Poa pratensis,7.17
1997,4/1a,Ranunculus acris,3.89
1997,4/1a,Holcus lanatus,3.66
1997,4/1a,Arrhenatherum elatius,3.14
1997,4/1a,Taraxacum officinale,1.79
1997,4/1a,Ranunculus bulbosus,1.72
1997,4/1a,Trisetum flavescens,1.64
1997,4/1a,Achillea millefolium,1.49
1997,4/1a,Helictotrichon pubescens,0.9
1997,4/1a,Lotus corniculatus,0.9
1997,4/1a,Knautia arvensis,0.75
1997,4/1a,Anthoxanthum odoratum,0.6
1997,4/1a,Dactylis glomerata,0.45
1997,4/1a,Trifolium pratense,0.3
1997,4/1a,Alopecurus pratensis,0.22
1997,4/1a,Cerastium fontanum,0.22
1997,4/1a,Rumex acetosa,0.22
1997,4/1a,Festuca pratensis,0.15
1997,4/1a,Lolium perenne,0.15
1997,4/1a,Luzula campestris,0.15
1997,4/1a,Pimpinella saxifraga,0.15
1997,4/1a,Sanguisorba minor,0.15
1997,4/1a,Trifolium repens,0.07
1998,4/1a,Leontodon hispidus,26.49
1998,4/1a,Festuca rubra,24.43
1998,4/1a,Ranunculus acris,12.75
1998,4/1a,Agrostis capillaris,7.62
1998,4/1a,Achillea millefolium,6.16
1998,4/1a,Trifolium pratense,4.56
1998,4/1a,Plantago lanceolata,4.03
1998,4/1a,Dactylis glomerata,2.33
1998,4/1a,Helictotrichon pubescens,2.24
1998,4/1a,Centaurea nigra,1.87
1998,4/1a,Lotus corniculatus,1.68
1998,4/1a,Poa pratensis,1.38
1998,4/1a,Alopecurus pratensis,0.84
1998,4/1a,Holcus lanatus,0.73
1998,4/1a,Cerastium fontanum,0.61
1998,4/1a,Arrhenatherum elatius,0.57
1998,4/1a,Conopodium majus,0.44
1998,4/1a,Pimpinella saxifraga,0.32
1998,4/1a,Rumex acetosa,0.21
1998,4/1a,Veronica chamaedrys,0.2
1998,4/1a,Briza media,0.17
1998,4/1a,Luzula campestris,0.16
1998,4/1a,Anthoxanthum odoratum,0.14
1998,4/1a,Taraxacum officinale,0.07
1999,4/1a,Leontodon hispidus,17.08
1999,4/1a,Festuca rubra,15.94
1999,4/1a,Trifolium pratense,14.8
1999,4/1a,Helictotrichon pubescens,10.9
1999,4/1a,Lotus corniculatus,8.7
1999,4/1a,Plantago lanceolata,4.64
1999,4/1a,Centaurea nigra,3.85
1999,4/1a,Ranunculus acris,3.85
1999,4/1a,Achillea millefolium,3.61
1999,4/1a,Agrostis capillaris,3.51
1999,4/1a,Holcus lanatus,3.3
1999,4/1a,Trisetum flavescens,2.34
1999,4/1a,Poa pratensis,1.63
1999,4/1a,Festuca pratensis,1.23
1999,4/1a,Luzula campestris,1.11
1999,4/1a,Knautia arvensis,1.03
1999,4/1a,Dactylis glomerata,0.97
1999,4/1a,Anthoxanthum odoratum,0.51
1999,4/1a,Arrhenatherum elatius,0.44
1999,4/1a,Alopecurus pratensis,0.35
1999,4/1a,Veronica chamaedrys,0.07
1999,4/1a,Taraxacum officinale,0.06
1999,4/1a,Cerastium fontanum,0.05
1999,4/1a,Pimpinella saxifraga,0.02
1999,4/1a,Rumex acetosa,0.02
2000,4/1a,Trifolium pratense,19.61
2000,4/1a,Plantago lanceolata,16.33
2000,4/1a,Festuca rubra,14.38
2000,4/1a,Leontodon hispidus,14.04
2000,4/1a,Anthoxanthum odoratum,10.27
2000,4/1a,Ranunculus acris,4.25
2000,4/1a,Helictotrichon pubescens,2.68
2000,4/1a,Achillea millefolium,2.48
2000,4/1a,Holcus lanatus,2.27
2000,4/1a,Arrhenatherum elatius,2.04
2000,4/1a,Centaurea nigra,1.99
2000,4/1a,Luzula campestris,1.4
2000,4/1a,Knautia arvensis,1.25
2000,4/1a,Trisetum flavescens,1.22
2000,4/1a,Poa trivialis,1.2
2000,4/1a,Rumex acetosa,1.07
2000,4/1a,Cerastium fontanum,0.75
2000,4/1a,Lolium perenne,0.62
2000,4/1a,Lotus corniculatus,0.54
2000,4/1a,Briza media,0.41
2000,4/1a,Pimpinella saxifraga,0.3
2000,4/1a,Poa pratensis,0.22
2000,4/1a,Taraxacum officinale,0.22
2000,4/1a,Agrostis capillaris,0.21
2000,4/1a,Alopecurus pratensis,0.15
2000,4/1a,Dactylis glomerata,0.09
2000,4/1a,Trifolium repens,0.01
1991,4/1b,Plantago lanceolata,16.9
1991,4/1b,Festuca rubra,15.61
1991,4/1b,Leontodon hispidus,12.99
1991,4/1b,Achillea millefolium,11.05
1991,4/1b,Agrostis capillaris,6.33
1991,4/1b,Dactylis glomerata,6
1991,4/1b,Ranunculus acris,5.29
1991,4/1b,Helictotrichon pubescens,5.03
1991,4/1b,Holcus lanatus,3.03
1991,4/1b,Centaurea nigra,2.56
1991,4/1b,Arrhenatherum elatius,2.47
1991,4/1b,Sanguisorba minor,2.11
1991,4/1b,Trisetum flavescens,1.97
1991,4/1b,Lotus corniculatus,1.71
1991,4/1b,Luzula campestris,1.45
1991,4/1b,Briza media,1.06
1991,4/1b,Trifolium pratense,1.04
1991,4/1b,Pimpinella saxifraga,0.73
1991,4/1b,Anthoxanthum odoratum,0.66
1991,4/1b,Conopodium majus,0.52
1991,4/1b,Taraxacum officinale,0.48
1991,4/1b,Cerastium fontanum,0.33
1991,4/1b,Alopecurus pratensis,0.24
1991,4/1b,Veronica chamaedrys,0.15
1991,4/1b,Crepis capillaris,0.12
1991,4/1b,Rumex acetosa,0.08
1991,4/1b,Poa pratensis,0.06
1991,4/1b,Ajuga reptans,0.02
1991,4/1b,Poa trivialis,0.01
1992,4/1b,Festuca rubra,21.02
1992,4/1b,Plantago lanceolata,14.69
1992,4/1b,Leontodon hispidus,11.45
1992,4/1b,Agrostis capillaris,11.11
1992,4/1b,Ranunculus acris,10.71
1992,4/1b,Centaurea nigra,6.97
1992,4/1b,Achillea millefolium,5.53
1992,4/1b,Holcus lanatus,3.49
1992,4/1b,Helictotrichon pubescens,2.74
1992,4/1b,Arrhenatherum elatius,2.19
1992,4/1b,Trisetum flavescens,1.69
1992,4/1b,Dactylis glomerata,1.49
1992,4/1b,Luzula campestris,1.25
1992,4/1b,Anthoxanthum odoratum,1.15
1992,4/1b,Ranunculus bulbosus,0.85
1992,4/1b,Briza media,0.75
1992,4/1b,Lolium perenne,0.6
1992,4/1b,Cerastium fontanum,0.6
1992,4/1b,Lotus corniculatus,0.55
1992,4/1b,Lathyrus pratensis,0.35
1992,4/1b,Rumex acetosa,0.3
1992,4/1b,Trifolium pratense,0.15
1992,4/1b,Poa pratensis,0.1
1992,4/1b,Conopodium majus,0.1
1992,4/1b,Knautia arvensis,0.1
1992,4/1b,Pimpinella saxifraga,0.05
1992,4/1b,Taraxacum officinale,0.05
1993,4/1b,Ranunculus acris,21.16
1993,4/1b,Plantago lanceolata,16.94
1993,4/1b,Festuca rubra,14.01
1993,4/1b,Leontodon hispidus,12.21
1993,4/1b,Anthoxanthum odoratum,5.86
1993,4/1b,Holcus lanatus,4.46
1993,4/1b,Trifolium pratense,3.29
1993,4/1b,Agrostis capillaris,2.93
1993,4/1b,Centaurea nigra,2.9
1993,4/1b,Achillea millefolium,2.8
1993,4/1b,Rumex acetosa,2.8
1993,4/1b,Dactylis glomerata,2.5
1993,4/1b,Arrhenatherum elatius,2.3
1993,4/1b,Helictotrichon pubescens,2
1993,4/1b,Lotus corniculatus,1.13
1993,4/1b,Knautia arvensis,0.8
1993,4/1b,Cerastium fontanum,0.4
1993,4/1b,Conopodium majus,0.3
1993,4/1b,Sanguisorba minor,0.3
1993,4/1b,Taraxacum officinale,0.23
1993,4/1b,Luzula campestris,0.17
1993,4/1b,Pimpinella saxifraga,0.13
1993,4/1b,Veronica chamaedrys,0.13
1993,4/1b,Poa pratensis,0.1
1993,4/1b,Trisetum flavescens,0.1
1993,4/1b,Poa trivialis,0.03
1993,4/1b,Lathyrus pratensis,0.03
1994,4/1b,Plantago lanceolata,30.3
1994,4/1b,Arrhenatherum elatius,17.81
1994,4/1b,Ranunculus acris,12.77
1994,4/1b,Trifolium pratense,9.11
1994,4/1b,Leontodon hispidus,6.3
1994,4/1b,Holcus lanatus,4.01
1994,4/1b,Rumex acetosa,3.78
1994,4/1b,Helictotrichon pubescens,3.72
1994,4/1b,Festuca rubra,3.32
1994,4/1b,Anthoxanthum odoratum,2.18
1994,4/1b,Achillea millefolium,1.09
1994,4/1b,Dactylis glomerata,0.69
1994,4/1b,Taraxacum officinale,0.69
1994,4/1b,Sanguisorba minor,0.63
1994,4/1b,Poa trivialis,0.57
1994,4/1b,Luzula campestris,0.57
1994,4/1b,Lotus corniculatus,0.52
1994,4/1b,Centaurea nigra,0.52
1994,4/1b,Trisetum flavescens,0.34
1994,4/1b,Lathyrus pratensis,0.29
1994,4/1b,Conopodium majus,0.29
1994,4/1b,Cerastium fontanum,0.17
1994,4/1b,Knautia arvensis,0.17
1994,4/1b,Veronica chamaedrys,0.17
1995,4/1b,Plantago lanceolata,40.48
1995,4/1b,Holcus lanatus,8.06
1995,4/1b,Sanguisorba minor,7.23
1995,4/1b,Centaurea nigra,5.93
1995,4/1b,Dactylis glomerata,5.56
1995,4/1b,Festuca rubra,4.8
1995,4/1b,Ranunculus acris,4.68
1995,4/1b,Achillea millefolium,3.59
1995,4/1b,Leontodon hispidus,3.13
1995,4/1b,Trifolium pratense,2.67
1995,4/1b,Anthoxanthum odoratum,2.42
1995,4/1b,Lotus corniculatus,2.21
1995,4/1b,Arrhenatherum elatius,1.84
1995,4/1b,Poa pratensis,1.25
1995,4/1b,Trisetum flavescens,1.21
1995,4/1b,Knautia arvensis,1.13
1995,4/1b,Cerastium fontanum,0.88
1995,4/1b,Rumex acetosa,0.79
1995,4/1b,Helictotrichon pubescens,0.63
1995,4/1b,Luzula campestris,0.42
1995,4/1b,Veronica chamaedrys,0.42
1995,4/1b,Agrostis capillaris,0.25
1995,4/1b,Pimpinella saxifraga,0.13
1995,4/1b,Taraxacum officinale,0.13
1995,4/1b,Trifolium repens,0.08
1995,4/1b,Conopodium majus,0.08
1996,4/1b,Festuca rubra,25.7
1996,4/1b,Centaurea nigra,9.09
1996,4/1b,Arrhenatherum elatius,7.48
1996,4/1b,Holcus lanatus,7.16
1996,4/1b,Trisetum flavescens,7.16
1996,4/1b,Plantago lanceolata,6.94
1996,4/1b,Helictotrichon pubescens,5.08
1996,4/1b,Ranunculus acris,4.44
1996,4/1b,Achillea millefolium,3.83
1996,4/1b,Dactylis glomerata,3.26
1996,4/1b,Agrostis capillaris,3.19
1996,4/1b,Leontodon hispidus,2.43
1996,4/1b,Trifolium pratense,2.33
1996,4/1b,Rumex acetosa,2.15
1996,4/1b,Luzula campestris,1.9
1996,4/1b,Poa pratensis,1.79
1996,4/1b,Knautia arvensis,1.54
1996,4/1b,Alopecurus pratensis,1.43
1996,4/1b,Poa trivialis,1.32
1996,4/1b,Anthoxanthum odoratum,0.97
1996,4/1b,Conopodium majus,0.18
1996,4/1b,Taraxacum officinale,0.14
1996,4/1b,Veronica chamaedrys,0.14
1996,4/1b,Pimpinella saxifraga,0.11
1996,4/1b,Briza media,0.07
1996,4/1b,Lathyrus pratensis,0.07
1996,4/1b,Cerastium fontanum,0.07
1996,4/1b,Trifolium repens,0.04
1997,4/1b,Festuca rubra,35.9
1997,4/1b,Arrhenatherum elatius,7.43
1997,4/1b,Poa pratensis,7.15
1997,4/1b,Sanguisorba minor,6.46
1997,4/1b,Leontodon hispidus,5.85
1997,4/1b,Lotus corniculatus,5.71
1997,4/1b,Helictotrichon pubescens,5.36
1997,4/1b,Achillea millefolium,5.09
1997,4/1b,Agrostis capillaris,4.13
1997,4/1b,Anthoxanthum odoratum,3.09
1997,4/1b,Holcus lanatus,2.34
1997,4/1b,Trisetum flavescens,2.27
1997,4/1b,Ranunculus acris,2.13
1997,4/1b,Dactylis glomerata,1.65
1997,4/1b,Plantago lanceolata,1.38
1997,4/1b,Centaurea nigra,1.1
1997,4/1b,Ranunculus bulbosus,0.89
1997,4/1b,Trifolium pratense,0.48
1997,4/1b,Luzula campestris,0.41
1997,4/1b,Lathyrus pratensis,0.28
1997,4/1b,Trifolium repens,0.21
1997,4/1b,Pimpinella saxifraga,0.21
1997,4/1b,Briza media,0.14
1997,4/1b,Conopodium majus,0.14
1997,4/1b,Rumex acetosa,0.14
1997,4/1b,Taraxacum officinale,0.07
1998,4/1b,Leontodon hispidus,24.73
1998,4/1b,Festuca rubra,17.92
1998,4/1b,Achillea millefolium,11.01
1998,4/1b,Agrostis capillaris,9.51
1998,4/1b,Ranunculus acris,9.01
1998,4/1b,Plantago lanceolata,5.95
1998,4/1b,Knautia arvensis,4.42
1998,4/1b,Trifolium pratense,4.34
1998,4/1b,Centaurea nigra,2.74
1998,4/1b,Dactylis glomerata,1.59
1998,4/1b,Poa pratensis,1.13
1998,4/1b,Holcus lanatus,1.07
1998,4/1b,Lotus corniculatus,0.99
1998,4/1b,Conopodium majus,0.95
1998,4/1b,Arrhenatherum elatius,0.91
1998,4/1b,Cerastium fontanum,0.91
1998,4/1b,Helictotrichon pubescens,0.58
1998,4/1b,Anthoxanthum odoratum,0.48
1998,4/1b,Rumex acetosa,0.39
1998,4/1b,Luzula campestris,0.38
1998,4/1b,Taraxacum officinale,0.33
1998,4/1b,Tragopogon pratensis,0.32
1998,4/1b,Alopecurus pratensis,0.31
1998,4/1b,Trifolium repens,0.04
1999,4/1b,Festuca rubra,21.95
1999,4/1b,Leontodon hispidus,15.29
1999,4/1b,Achillea millefolium,7.88
1999,4/1b,Helictotrichon pubescens,7.55
1999,4/1b,Plantago lanceolata,6.96
1999,4/1b,Holcus lanatus,6.41
1999,4/1b,Anthoxanthum odoratum,5.93
1999,4/1b,Ranunculus acris,5.48
1999,4/1b,Centaurea nigra,4.39
1999,4/1b,Lotus corniculatus,3.62
1999,4/1b,Luzula campestris,3.28
1999,4/1b,Trisetum flavescens,2.23
1999,4/1b,Trifolium pratense,2.18
1999,4/1b,Arrhenatherum elatius,1.65
1999,4/1b,Agrostis capillaris,1.33
1999,4/1b,Pimpinella saxifraga,1.23
1999,4/1b,Dactylis glomerata,0.56
1999,4/1b,Taraxacum officinale,0.41
1999,4/1b,Knautia arvensis,0.39
1999,4/1b,Lathyrus pratensis,0.35
1999,4/1b,Trifolium repens,0.22
1999,4/1b,Rumex acetosa,0.2
1999,4/1b,Briza media,0.19
1999,4/1b,Cerastium fontanum,0.18
1999,4/1b,Conopodium majus,0.09
1999,4/1b,Leontodon autumnalis,0.03
1999,4/1b,Poa pratensis,0.02
2000,4/1b,Leontodon hispidus,18.88
2000,4/1b,Trifolium pratense,12.14
2000,4/1b,Anthoxanthum odoratum,7.9
2000,4/1b,Festuca rubra,7.69
2000,4/1b,Knautia arvensis,6.92
2000,4/1b,Holcus lanatus,6.62
2000,4/1b,Plantago lanceolata,6.56
2000,4/1b,Helictotrichon pubescens,5.24
2000,4/1b,Agrostis capillaris,4.55
2000,4/1b,Ranunculus acris,3.69
2000,4/1b,Achillea millefolium,3.45
2000,4/1b,Arrhenatherum elatius,3.27
2000,4/1b,Centaurea nigra,3.27
2000,4/1b,Lotus corniculatus,3.06
2000,4/1b,Luzula campestris,2.24
2000,4/1b,Sanguisorba minor,1.09
2000,4/1b,Rumex acetosa,0.66
2000,4/1b,Briza media,0.59
2000,4/1b,Alopecurus pratensis,0.37
2000,4/1b,Poa pratensis,0.37
2000,4/1b,Trifolium repens,0.36
2000,4/1b,Taraxacum officinale,0.26
2000,4/1b,Cerastium fontanum,0.24
2000,4/1b,Lathyrus pratensis,0.2
2000,4/1b,Dactylis glomerata,0.15
2000,4/1b,Trisetum flavescens,0.12
2000,4/1b,Pimpinella saxifraga,0.08
2000,4/1b,Conopodium majus,0.01
2000,4/1b,Crepis capillaris,0.01
2000,4/1b,Veronica chamaedrys,0.01
1991,4/1c,Festuca rubra,40.8
1991,4/1c,Leontodon hispidus,15.18
1991,4/1c,Agrostis capillaris,13.04
1991,4/1c,Achillea millefolium,7.63
1991,4/1c,Plantago lanceolata,6.76
1991,4/1c,Holcus lanatus,4.97
1991,4/1c,Dactylis glomerata,2.17
1991,4/1c,Ranunculus acris,1.73
1991,4/1c,Centaurea nigra,1.15
1991,4/1c,Luzula campestris,1.05
1991,4/1c,Conopodium majus,0.97
1991,4/1c,Anthoxanthum odoratum,0.88
1991,4/1c,Trisetum flavescens,0.79
1991,4/1c,Helictotrichon pubescens,0.67
1991,4/1c,Lathyrus pratensis,0.56
1991,4/1c,Alopecurus pratensis,0.45
1991,4/1c,Trifolium pratense,0.35
1991,4/1c,Sanguisorba minor,0.34
1991,4/1c,Crepis capillaris,0.27
1991,4/1c,Poa pratensis,0.1
1991,4/1c,Rumex acetosa,0.06
1991,4/1c,Ononis repens,0.05
1991,4/1c,Pimpinella saxifraga,0.04
1992,4/1c,Festuca rubra,26.09
1992,4/1c,Agrostis capillaris,18.62
1992,4/1c,Ononis repens,13.64
1992,4/1c,Achillea millefolium,10.27
1992,4/1c,Plantago lanceolata,6.38
1992,4/1c,Leontodon hispidus,4.77
1992,4/1c,Anthoxanthum odoratum,4.51
1992,4/1c,Ranunculus acris,3.37
1992,4/1c,Holcus lanatus,2.59
1992,4/1c,Dactylis glomerata,2.49
1992,4/1c,Helictotrichon pubescens,1.92
1992,4/1c,Centaurea nigra,1.5
1992,4/1c,Luzula campestris,1.4
1992,4/1c,Conopodium majus,0.88
1992,4/1c,Rumex acetosa,0.88
1992,4/1c,Briza media,0.21
1992,4/1c,Trifolium pratense,0.16
1992,4/1c,Taraxacum officinale,0.1
1992,4/1c,Lathyrus pratensis,0.05
1992,4/1c,Crepis capillaris,0.05
1992,4/1c,Pimpinella saxifraga,0.05
1992,4/1c,Sanguisorba minor,0.05
1993,4/1c,Festuca rubra,24.38
1993,4/1c,Agrostis capillaris,23.68
1993,4/1c,Ranunculus acris,12.35
1993,4/1c,Plantago lanceolata,8.61
1993,4/1c,Leontodon hispidus,8
1993,4/1c,Anthoxanthum odoratum,5.67
1993,4/1c,Holcus lanatus,4.44
1993,4/1c,Achillea millefolium,3.78
1993,4/1c,Helictotrichon pubescens,2.07
1993,4/1c,Ononis repens,1.32
1993,4/1c,Centaurea nigra,1.1
1993,4/1c,Trifolium pratense,1.01
1993,4/1c,Luzula campestris,0.88
1993,4/1c,Sanguisorba minor,0.66
1993,4/1c,Dactylis glomerata,0.53
1993,4/1c,Briza media,0.31
1993,4/1c,Conopodium majus,0.31
1993,4/1c,Taraxacum officinale,0.31
1993,4/1c,Alopecurus pratensis,0.22
1993,4/1c,Poa pratensis,0.09
1993,4/1c,Trisetum flavescens,0.09
1993,4/1c,Lathyrus pratensis,0.09
1993,4/1c,Rumex acetosa,0.09
1993,4/1c,Pimpinella saxifraga,0.04
1994,4/1c,Agrostis capillaris,26.05
1994,4/1c,Ranunculus acris,13.12
1994,4/1c,Plantago lanceolata,11.06
1994,4/1c,Anthoxanthum odoratum,10.26
1994,4/1c,Leontodon hispidus,8.33
1994,4/1c,Festuca rubra,7.66
1994,4/1c,Trifolium pratense,5.86
1994,4/1c,Holcus lanatus,5.73
1994,4/1c,Luzula campestris,3.06
1994,4/1c,Achillea millefolium,1.8
1994,4/1c,Conopodium majus,1.67
1994,4/1c,Rumex acetosa,1.4
1994,4/1c,Helictotrichon pubescens,1.13
1994,4/1c,Centaurea nigra,0.93
1994,4/1c,Alopecurus pratensis,0.53
1994,4/1c,Lotus corniculatus,0.4
1994,4/1c,Ononis repens,0.4
1994,4/1c,Lathyrus pratensis,0.27
1994,4/1c,Briza media,0.13
1994,4/1c,Pimpinella saxifraga,0.13
1994,4/1c,Taraxacum officinale,0.07
1995,4/1c,Leontodon hispidus,21.17
1995,4/1c,Agrostis capillaris,20.4
1995,4/1c,Festuca rubra,17.15
1995,4/1c,Plantago lanceolata,11
1995,4/1c,Holcus lanatus,10.61
1995,4/1c,Trifolium pratense,4.07
1995,4/1c,Anthoxanthum odoratum,3.79
1995,4/1c,Ranunculus acris,1.65
1995,4/1c,Achillea millefolium,1.59
1995,4/1c,Sanguisorba minor,1.54
1995,4/1c,Luzula campestris,1.43
1995,4/1c,Lotus corniculatus,1.32
1995,4/1c,Dactylis glomerata,1.1
1995,4/1c,Centaurea nigra,1.1
1995,4/1c,Taraxacum officinale,0.55
1995,4/1c,Conopodium majus,0.44
1995,4/1c,Rumex acetosa,0.44
1995,4/1c,Poa pratensis,0.27
1995,4/1c,Alopecurus pratensis,0.11
1995,4/1c,Helictotrichon pubescens,0.11
1995,4/1c,Lathyrus pratensis,0.11
1995,4/1c,Trifolium repens,0.05
1996,4/1c,Festuca rubra,34.27
1996,4/1c,Agrostis capillaris,33.62
1996,4/1c,Leontodon hispidus,7.29
1996,4/1c,Holcus lanatus,5.69
1996,4/1c,Alopecurus pratensis,2.95
1996,4/1c,Achillea millefolium,2.8
1996,4/1c,Luzula campestris,2.2
1996,4/1c,Rumex acetosa,1.55
1996,4/1c,Ranunculus acris,1.35
1996,4/1c,Helictotrichon pubescens,1.15
1996,4/1c,Lotus corniculatus,1.15
1996,4/1c,Anthoxanthum odoratum,1.05
1996,4/1c,Trisetum flavescens,1
1996,4/1c,Conopodium majus,0.9
1996,4/1c,Arrhenatherum elatius,0.7
1996,4/1c,Plantago lanceolata,0.55
1996,4/1c,Dactylis glomerata,0.5
1996,4/1c,Centaurea nigra,0.4
1996,4/1c,Lathyrus pratensis,0.35
1996,4/1c,Pimpinella saxifraga,0.2
1996,4/1c,Poa pratensis,0.1
1996,4/1c,Trifolium repens,0.1
1996,4/1c,Taraxacum officinale,0.1
1996,4/1c,Briza media,0.05
